Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo,Pyro1,Pyro2,DeltaTime,State
18:41:14.901,584068,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:14.903,584070,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:14.904,584071,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:14.906,584073,-3.06,0.17,-4.50,0.0,83.50,92.50,1,0,0.0055,0
18:41:14.908,584075,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0014,0
18:41:15.097,584264,-3.06,0.17,-4.50,0.0,83.50,92.50,1,0,0.0010,0
18:41:15.302,584469,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:15.505,584672,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:15.708,584875,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0016,0
18:41:15.907,585074,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0016,0
18:41:16.107,585274,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0017,0
18:41:16.309,585476,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0010,0
18:41:16.514,585681,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:16.712,585879,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0010,0
18:41:16.918,586085,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:17.119,586286,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0047,0
18:41:17.318,586485,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:17.519,586686,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:17.719,586886,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0018,0
18:41:17.923,587090,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0017,0
18:41:18.123,587290,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0010,0
18:41:18.323,587490,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:18.529,587696,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:18.730,587897,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0016,0
18:41:18.930,588097,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0018,0
18:41:19.130,588297,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0017,0
18:41:19.334,588501,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:19.534,588701,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0035,0
18:41:19.734,588901,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:19.934,589101,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:20.134,589301,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:20.334,589501,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:20.540,589707,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:20.740,589907,-3.06,0.17,-4.50,0.0,83.50,92.50,1,0,0.0062,0
18:41:20.942,590109,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:21.145,590312,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0023,0
18:41:21.345,590512,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0023,0
18:41:21.552,590719,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:21.751,590918,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:21.950,591117,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:22.152,591319,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:22.355,591522,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:22.555,591722,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:22.761,591928,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:22.962,592129,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:23.166,592333,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:23.366,592533,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0017,0
18:41:23.572,592739,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:23.771,592938,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:23.977,593144,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:24.176,593343,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0016,0
18:41:24.381,593548,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0017,0
18:41:24.581,593748,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0010,0
18:41:24.786,593953,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:24.986,594153,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0036,0
18:41:25.187,594354,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0055,0
18:41:25.388,594555,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0062,0
18:41:25.592,594759,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0017,0
18:41:25.792,594959,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:25.998,595165,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:26.198,595365,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0029,0
18:41:26.402,595569,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0016,0
18:41:26.602,595769,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0010,0
18:41:26.802,595969,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0016,0
18:41:27.002,596170,-3.06,0.17,-4.50,0.0,83.50,92.50,0,0,0.0010,0
18:41:27.202,596369,-3.06,0.17,-4.50,0.0,83.50,92.50,0,1,0.0043,0
18:41:27.403,596570,-3.06,0.17,-4.50,0.0,83.50,92.50,1,0,0.0010,0
18:41:27.608,596775,-2.98,0.30,-5.13,0.0,83.50,92.50,0,1,0.0042,0
18:41:27.808,596975,-3.05,0.22,-5.26,0.0,83.50,92.50,1,0,0.0029,0
18:41:56.770,625937,0.67,0.33,0.00,0.0,83.50,92.50,1,0,11.0301,0
18:41:56.970,626137,0.66,0.30,0.01,0.0,83.50,92.50,1,0,0.0029,0
18:41:57.174,626341,0.66,0.31,0.00,0.0,83.50,92.50,1,0,0.0036,0
18:41:57.374,626541,0.66,0.32,0.00,0.0,83.50,92.50,1,0,0.0036,0
18:41:57.574,626741,0.67,0.32,0.02,0.0,83.50,92.50,1,0,0.0017,0
18:41:57.774,626941,0.68,0.30,0.03,0.0,83.50,92.50,1,0,0.0016,0
18:41:57.974,627141,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0024,0
18:41:58.179,627346,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0010,0
18:41:58.380,627547,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0017,0
18:41:58.585,627752,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0029,0
18:41:58.785,627952,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0029,0
18:41:58.986,628153,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0029,0
18:41:59.185,628352,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0018,0
18:41:59.390,628557,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0010,0
18:41:59.591,628758,0.68,0.29,0.05,0.0,83.50,92.50,1,0,0.0062,0
18:41:59.791,628958,0.69,0.31,0.07,0.0,83.50,92.50,1,0,0.0010,0
18:41:59.991,629159,0.69,0.31,0.06,0.0,83.50,92.50,1,0,0.0017,0
18:42:00.191,629358,0.68,0.30,0.05,0.0,83.50,92.50,1,0,0.0010,0
18:42:00.391,629558,0.68,0.31,0.04,0.0,83.50,92.50,1,0,0.0036,0
18:42:00.598,629765,0.66,0.31,-0.48,0.0,83.50,92.50,1,0,0.0029,0
18:42:00.801,629968,0.68,0.33,0.90,0.0,83.50,92.50,1,0,0.0017,0
18:42:01.001,630168,0.68,0.34,2.46,0.0,83.50,92.50,1,0,0.0010,0
18:42:01.201,630368,0.70,0.37,4.00,0.0,83.50,92.50,1,0,0.0010,0
18:42:01.406,630573,0.72,0.39,4.00,0.0,83.50,92.50,1,0,0.0010,0
18:42:01.606,630773,0.74,0.37,5.27,0.0,83.50,92.50,1,0,0.0010,0
18:42:01.806,630973,0.74,0.34,5.32,0.0,83.50,92.50,0,0,0.0029,0
18:42:02.006,631174,0.77,0.33,7.25,0.0,83.50,92.50,1,0,0.0029,0
18:42:02.211,631378,0.76,0.34,7.87,0.0,83.50,92.50,1,0,0.0029,0
18:42:02.412,631579,0.75,0.35,8.50,0.0,83.50,92.50,1,0,0.0042,0
18:42:02.612,631779,0.76,0.33,9.29,0.0,83.50,92.50,1,0,0.0023,0
18:42:02.817,631984,0.78,0.33,10.82,0.0,83.50,92.50,1,0,0.0047,0
18:42:03.018,632185,0.76,0.29,10.83,0.0,83.50,92.50,1,0,0.0016,0
18:42:03.218,632385,0.77,0.30,11.04,0.0,83.50,92.50,1,0,0.0010,0
18:42:03.423,632590,0.76,0.27,11.04,0.0,83.50,92.50,1,0,0.0055,0
18:42:03.623,632790,0.76,0.27,11.05,0.0,83.50,92.50,0,0,0.0010,0
18:42:03.823,632990,0.77,0.29,11.05,0.0,83.50,92.50,1,0,0.0029,0
18:42:04.022,633189,0.78,0.28,11.03,0.0,83.50,92.50,1,0,0.0010,0
18:42:04.228,633395,0.78,0.27,11.04,0.0,83.50,92.50,1,0,0.0036,0
18:42:04.428,633595,0.78,0.27,11.05,0.0,83.50,92.50,1,0,0.0010,0
18:42:04.628,633795,0.77,0.27,11.05,0.0,83.50,92.50,1,0,0.0048,0
18:42:04.833,634000,0.75,0.24,11.05,0.0,83.50,92.50,1,0,0.0010,0
18:42:05.032,634200,0.76,0.25,11.05,0.0,83.50,92.50,1,0,0.0016,0
18:42:05.238,634405,0.75,0.25,11.04,0.0,83.50,92.50,1,0,0.0017,0
18:42:05.439,634606,0.79,0.27,11.04,0.0,83.50,92.50,1,0,0.0016,0
18:42:05.639,634806,0.78,0.27,11.04,0.0,83.50,92.50,1,0,0.0010,0
18:42:05.839,635006,0.78,0.27,11.03,0.0,83.50,92.50,1,0,0.0010,0
18:42:06.039,635206,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0017,0
18:42:06.238,635405,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0036,0
18:42:06.439,635606,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0010,0
18:42:06.643,635810,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0055,0
18:42:06.844,636011,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0029,0
18:42:07.044,636211,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0010,0
18:42:07.249,636416,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0036,0
18:42:07.449,636616,0.78,0.24,11.02,0.0,83.50,92.50,1,0,0.0016,0
18:42:07.649,636816,0.75,0.20,11.00,0.0,83.50,92.50,1,0,0.0023,0
18:42:07.849,637016,0.76,0.20,11.00,0.0,83.50,92.50,1,0,0.0016,0
18:42:08.049,637216,0.77,0.19,11.01,0.0,83.50,92.50,1,0,0.0010,0
18:42:08.255,637422,0.77,0.19,11.03,0.0,83.50,92.50,1,0,0.0010,0
18:42:08.454,637621,0.67,0.13,11.03,0.0,83.50,92.50,1,0,0.0010,0
18:42:08.659,637826,0.73,0.13,11.03,0.0,83.50,92.50,1,0,0.0010,0
18:42:08.860,638027,0.73,0.08,10.74,0.0,83.50,92.50,1,0,0.0029,0
18:42:09.059,638226,0.74,0.08,10.40,0.0,83.50,92.50,1,0,0.0017,0
18:42:09.264,638431,0.74,0.09,10.30,0.0,83.50,92.50,1,0,0.0016,0
18:42:09.464,638631,0.76,0.05,10.29,0.0,83.50,92.50,1,0,0.0010,0
18:42:09.664,638831,0.76,0.03,10.02,0.0,83.50,92.50,1,0,0.0031,0
18:42:09.869,639036,0.76,0.04,10.01,0.0,83.50,92.50,1,0,0.0036,0
18:42:10.069,639236,0.76,0.03,9.99,0.0,83.50,92.50,1,0,0.0024,0
18:42:10.270,639438,0.76,0.01,9.99,0.0,83.50,92.50,1,0,0.0010,0
18:42:10.486,639653,0.76,0.01,10.00,0.0,83.50,92.50,1,0,0.0017,0
18:42:10.677,639844,0.76,0.02,10.00,0.0,83.50,92.50,1,0,0.0010,0
18:42:10.877,640044,0.76,0.02,10.00,0.0,83.50,92.50,1,0,0.0036,0
18:42:11.077,640244,0.78,0.03,9.87,0.0,83.50,92.50,1,0,0.0010,0
18:42:11.276,640443,0.79,0.05,9.88,0.0,83.50,92.50,1,0,0.0029,0
18:42:11.476,640643,0.78,0.04,9.89,0.0,83.50,92.50,1,0,0.0010,0
18:42:11.676,640843,0.77,-0.00,9.88,0.0,83.50,92.50,1,0,0.0035,0
18:42:11.882,641049,0.78,-0.00,9.89,0.0,83.50,92.50,1,0,0.0010,0
18:42:12.081,641248,0.80,0.00,9.84,0.0,83.50,92.50,1,0,0.0016,0
18:42:12.281,641448,0.80,-0.00,9.83,0.0,83.50,92.50,1,0,0.0029,0
18:42:12.487,641654,0.82,-0.01,9.82,0.0,83.50,92.50,1,0,0.0017,0
18:42:12.686,641853,0.82,-0.01,9.81,0.0,83.50,92.50,1,0,0.0024,0
18:42:12.887,642054,0.83,-0.02,9.81,0.0,83.50,92.50,1,0,0.0016,0
18:42:13.088,642255,0.84,-0.04,9.80,0.0,83.50,92.50,1,0,0.0010,0
